day;exposed;infectous;infected;recovered;susceptible;infected_cum
0;10;0;10;0;4990;10
1;10;0;10;0;4990;10
2;10;0;10;0;4990;10
3;10;0;10;0;4990;10
4;10;0;10;0;4990;10
5;0;10;10;0;4990;10
6;1;10;11;0;4989;11
7;3;10;13;0;4987;13
8;7;10;17;0;4983;17
9;13;10;23;0;4977;23
10;15;10;25;0;4975;25
11;19;11;30;0;4970;30
12;17;13;30;0;4970;30
13;18;17;35;0;4965;35
14;17;13;30;10;4960;40
15;18;15;33;10;4957;43
16;14;20;34;10;4956;44
17;19;20;39;10;4951;49
18;19;25;44;10;4946;54
19;23;30;53;10;4937;63
20;30;32;62;11;4927;73
21;34;31;65;13;4922;78
22;41;32;73;17;4910;90
23;51;31;82;23;4895;105
24;50;38;88;25;4887;113
25;53;43;96;30;4874;126
26;68;48;116;30;4854;146
27;73;55;128;35;4837;163
28;76;65;141;40;4819;181
29;87;70;157;43;4800;200
30;99;82;181;44;4775;225
31;104;97;201;49;4750;250
32;124;109;233;54;4713;287
33;141;118;259;63;4678;322
34;165;127;292;73;4635;365
35;181;147;328;78;4594;406
36;214;160;374;90;4536;464
37;216;182;398;105;4497;503
38;242;209;451;113;4436;564
39;270;239;509;126;4365;635
40;297;260;557;146;4297;703
41;327;301;628;163;4209;791
42;369;322;691;181;4128;872
43;407;364;771;200;4029;971
44;444;410;854;225;3921;1079
45;475;453;928;250;3822;1178
46;505;504;1009;287;3704;1296
47;540;550;1090;322;3588;1412
48;592;606;1198;365;3437;1563
49;633;673;1306;406;3288;1712
50;694;714;1408;464;3128;1872
51;738;793;1531;503;2966;2034
52;779;848;1627;564;2809;2191
53;772;928;1700;635;2665;2335
54;786;1009;1795;703;2502;2498
55;789;1081;1870;791;2339;2661
56;794;1162;1956;872;2172;2828
57;815;1220;2035;971;1994;3006
58;836;1256;2092;1079;1829;3171
59;830;1320;2150;1178;1672;3328
60;805;1365;2170;1296;1534;3466
61;782;1416;2198;1412;1390;3610
62;740;1443;2183;1563;1254;3746
63;701;1459;2160;1712;1128;3872
64;636;1456;2092;1872;1036;3964
65;597;1432;2029;2034;937;4063
66;555;1419;1974;2191;835;4165
67;493;1411;1904;2335;761;4239
68;441;1374;1815;2498;687;4313
69;426;1303;1729;2661;610;4390
70;378;1235;1613;2828;559;4441
71;326;1159;1485;3006;509;4491
72;281;1068;1349;3171;480;4520
73;247;985;1232;3328;440;4560
74;189;924;1113;3466;421;4579
75;170;831;1001;3610;389;4611
76;143;745;888;3746;366;4634
77;129;648;777;3872;351;4649
78;102;596;698;3964;338;4662
79;96;516;612;4063;325;4675
80;75;446;521;4165;314;4686
81;69;395;464;4239;297;4703
82;65;336;401;4313;286;4714
83;57;272;329;4390;281;4719
84;54;234;288;4441;271;4729
85;51;195;246;4491;263;4737
86;39;183;222;4520;258;4742
87;32;154;186;4560;254;4746
88;32;140;172;4579;249;4751
89;25;118;143;4611;246;4754
90;21;103;124;4634;242;4758
91;17;93;110;4649;241;4759
92;13;84;97;4662;241;4759
93;9;76;85;4675;240;4760
94;7;68;75;4686;239;4761
95;3;55;58;4703;239;4761
96;6;45;51;4714;235;4765
97;6;40;46;4719;235;4765
98;5;31;36;4729;235;4765
99;4;24;28;4737;235;4765
100;5;19;24;4742;234;4766
101;1;19;20;4746;234;4766
102;3;14;17;4751;232;4768
103;3;11;14;4754;232;4768
104;3;7;10;4758;232;4768
105;2;7;9;4759;232;4768
106;2;7;9;4759;232;4768
107;0;8;8;4760;232;4768
108;0;7;7;4761;232;4768
109;0;7;7;4761;232;4768
110;0;3;3;4765;232;4768
