day;exposed;infectous;infected;recovered;susceptible;infected_cum
0;10;0;10;0;4990;10
1;10;0;10;0;4990;10
2;10;0;10;0;4990;10
3;10;0;10;0;4990;10
4;10;0;10;0;4990;10
5;0;10;10;0;4990;10
6;1;10;11;0;4989;11
7;6;10;16;0;4984;16
8;7;10;17;0;4983;17
9;14;10;24;0;4976;24
10;20;10;30;0;4970;30
11;21;11;32;0;4968;32
12;21;16;37;0;4963;37
13;24;17;41;0;4959;41
14;23;14;37;10;4953;47
15;20;20;40;10;4950;50
16;21;22;43;10;4947;53
17;19;27;46;10;4944;56
18;27;31;58;10;4932;68
19;23;37;60;10;4930;70
20;33;39;72;11;4917;83
21;45;37;82;16;4902;98
22;50;39;89;17;4894;106
23;51;44;95;24;4881;119
24;58;40;98;30;4872;128
25;51;51;102;32;4866;134
26;42;61;103;37;4860;140
27;49;65;114;41;4845;155
28;54;72;126;47;4827;173
29;60;78;138;50;4812;188
30;77;81;158;53;4789;211
31;86;84;170;56;4774;226
32;86;87;173;68;4759;241
33;85;103;188;70;4742;258
34;99;105;204;83;4713;287
35;99;113;212;98;4690;310
36;108;120;228;106;4666;334
37;114;122;236;119;4645;355
38;125;130;255;128;4617;383
39;134;153;287;134;4579;421
40;138;170;308;140;4552;448
41;149;179;328;155;4517;483
42;162;182;344;173;4483;517
43;182;195;377;188;4435;565
44;177;210;387;211;4402;598
45;181;222;403;226;4371;629
46;195;242;437;241;4322;678
47;210;259;469;258;4273;727
48;216;278;494;287;4219;781
49;226;288;514;310;4176;824
50;241;295;536;334;4130;870
51;240;323;563;355;4082;918
52;261;344;605;383;4012;988
53;262;360;622;421;3957;1043
54;290;376;666;448;3886;1114
55;301;387;688;483;3829;1171
56;320;401;721;517;3762;1238
57;323;423;746;565;3689;1311
58;353;445;798;598;3604;1396
59;353;485;838;629;3533;1467
60;378;493;871;678;3451;1549
61;396;511;907;727;3366;1634
62;422;530;952;781;3267;1733
63;419;572;991;824;3185;1815
64;451;597;1048;870;3082;1918
65;466;631;1097;918;2985;2015
66;477;646;1123;988;2889;2111
67;469;690;1159;1043;2798;2202
68;485;701;1186;1114;2700;2300
69;476;747;1223;1171;2606;2394
70;473;777;1250;1238;2512;2488
71;483;800;1283;1311;2406;2594
72;480;806;1286;1396;2318;2682
73;475;833;1308;1467;2225;2775
74;476;845;1321;1549;2130;2870
75;463;854;1317;1634;2049;2951
76;446;861;1307;1733;1960;3040
77;449;867;1316;1815;1869;3131
78;434;857;1291;1918;1791;3209
79;420;855;1275;2015;1710;3290
80;407;840;1247;2111;1642;3358
81;394;838;1232;2202;1566;3434
82;366;831;1197;2300;1503;3497
83;347;815;1162;2394;1444;3556
84;315;802;1117;2488;1395;3605
85;306;764;1070;2594;1336;3664
86;285;752;1037;2682;1281;3719
87;274;722;996;2775;1229;3771
88;261;686;947;2870;1183;3817
89;258;654;912;2951;1137;3863
90;240;624;864;3040;1096;3904
91;217;588;805;3131;1064;3936
92;200;562;762;3209;1029;3971
93;172;527;699;3290;1011;3989
94;148;505;653;3358;989;4011
95;135;470;605;3434;961;4039
96;130;439;569;3497;934;4066
97;113;415;528;3556;916;4084
98;116;384;500;3605;895;4105
99;107;347;454;3664;882;4118
100;97;320;417;3719;864;4136
101;88;295;383;3771;846;4154
102;84;267;351;3817;832;4168
103;78;242;320;3863;817;4183
104;76;214;290;3904;806;4194
105;70;200;270;3936;794;4206
106;60;183;243;3971;786;4214
107;54;179;233;3989;778;4222
108;43;172;215;4011;774;4226
109;37;155;192;4039;769;4231
110;32;140;172;4066;762;4238
111;31;130;161;4084;755;4245
112;28;117;145;4105;750;4250
113;27;108;135;4118;747;4253
114;23;95;118;4136;746;4254
115;21;84;105;4154;741;4259
116;17;77;94;4168;738;4262
117;12;67;79;4183;738;4262
118;11;59;70;4194;736;4264
119;11;48;59;4206;735;4265
120;8;45;53;4214;733;4267
121;6;40;46;4222;732;4268
122;6;36;42;4226;732;4268
123;6;33;39;4231;730;4270
124;6;27;33;4238;729;4271
125;7;22;29;4245;726;4274
126;6;18;24;4250;726;4274
127;6;15;21;4253;726;4274
128;4;16;20;4254;726;4274
129;4;12;16;4259;725;4275
130;1;12;13;4262;725;4275
131;1;12;13;4262;725;4275
132;1;10;11;4264;725;4275
133;2;9;11;4265;724;4276
134;1;8;9;4267;724;4276
135;1;7;8;4268;724;4276
136;1;7;8;4268;724;4276
137;1;5;6;4270;724;4276
138;0;5;5;4271;724;4276
139;0;2;2;4274;724;4276
